Index,DocID,PairID,Score,Text
326,w_pp,w_pp_191,0.875,"Sake is also referred to in English as rice wine .
Sake is also called `` rice wine '' ."
327,f_r,f_r_420,0.875,"well u can try some p2p softwares like limewire .
use some good p2p softwares like warez or limewire"
328,f_pp,f_pp_180,0.875,"Brother, that is the sound of you being amazing!
Brother, that is the sound of YOU ROCKING!"
329,sts,sts_150,0.875,"The baby laughed in his car seat.
A baby is laughing."
330,nmt_r,nmt_r_143,0.875,"If the first question is answered in the affirmative:
If the answer to Question 1 is in the affirmative:"
331,w_pp,w_pp_164,0.875,"Defibrillation is the definitive treatment for the life-threatening cardiac arrhythmias , ventricular fibrillation and pulseless ventricular tachycardia .
Defibrillation is the act of defibrillating the heart to try treat ventricular fibrillation or pulseless ventricular tachycardia ."
332,w_pp,w_pp_412,0.867,"The population was 4,871 at the 2000 census .
In 2000 , 4,871 people lived there ."
333,sts,sts_174,0.867,"Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.
Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation."
334,f_pp,f_pp_145,0.867,"Possibly it is similar to flying - you throw yourself at the ground and miss.
Maybe it's like flying...you throw yourself at the ground and miss."
335,nmt_pp,nmt_pp_300,0.867,"That made perfect sense, from a legal perspective.
in legal terms, it makes perfect sense."
336,f_pp,f_pp_228,0.867,"On the left side, below the big squares, I wish you luck.
(left side, below the big squares) *Good Luck*"
337,f_pp,f_pp_146,0.867,"I missed it as well because I was working.
I was working, so I missed it too."
338,f_pp,f_pp_98,0.867,"If he does not respond accordingly, continue to pursue someone else.
if he doesnt respond well then so what, you can find someone else"
339,sts,sts_189,0.867,"Im very proud of the citizens of this state, said Gov. John Baldacci, a casino foe.
Im very proud of the citizens of this state,"" Gov. John Baldacci said after votes from Tuesdays referendum were counted."
340,nmt_pp,nmt_pp_229,0.8440000000000001,"I can let your imagination fill in the rest.
and I'll leave the rest to your imagination."
341,nmt_pp,nmt_pp_376,0.8440000000000001,"The president of your country is going to be murdered in 24 hours.
within 24 hours he will assassinate your president."
342,f_pp,f_pp_120,0.8440000000000001,"The basis of Journalism 101 taught on the first day is ""if it bleeds, it leads,"" which is unfortunately true.
journalism 101--first day if it bleeds, it leads sad, but true"
343,f_pp,f_pp_126,0.8440000000000001,"No, of course not, but if your husband or wife caught you then it is.
No ofcourse, But if your husband/wife caught you then it is.. lol"
344,f_pp,f_pp_252,0.8440000000000001,"Aside from people such as George Bush and Tony Blair who possess the ability to destroy the planet using nuclear weapons.
apart from people like Tony Blair & George Bush hu kill the planet best with nuclear wepons etc...!"
345,f_pp,f_pp_176,0.8440000000000001,"I have to go and get my shoulder blades worked on, we will talk soon.
Now..........I have to go have my shoulder blades worked on.......we'll talk soon."
346,nmt_pp,nmt_pp_93,0.8440000000000001,"Two championships, three all-star wins, seven straight feature wins.
2 championship, 3 All-Stars victory, 7 straight wins."
347,sts,sts_235,0.8440000000000001,"US Cannot 'Conclusively Determine' Chemical Weapons Use in Syria
U.S. Sees No Conclusive Evidence of Chemical Arms Use by Syria"
348,w_pp,w_pp_491,0.8440000000000001,"He is married to Irish mezzo-soprano Ann Murray .
His second wife was the Irish mezzo-soprano Ann Murray ."
349,nmt_pp,nmt_pp_240,0.8440000000000001,"Seeing as he saw everything-without seeming to see Astinus watched the black-robed figure's hands clench.
since Astinus saw everything without having to look, he noticed the black figure clutched in his fist."
350,w_pp,w_pp_403,0.8440000000000001,"Pi Day and Pi Approximation Day are two holidays held to celebrate the mathematical constant pi .
Pi Day or Pie Approximation Day is a day when people around the world celebrate the number pi ."
351,nmt_pp,nmt_pp_413,0.8440000000000001,"You have something belonging to france And I'm here to collect it.
I'm here for something that belongs to France."
352,snli,snli_163,0.8440000000000001,"A man is surfing on a white surfboard with his hands upraised.
A man surfing on a white surfboard wearing specialized clothing."
353,f_pp,f_pp_285,0.8440000000000001,"It's going to happen, young jock.
young jock - its going down."
354,nmt_pp,nmt_pp_115,0.8440000000000001,"Well, should I stay or should I leave then?
do you want me to stay or should I go?"
355,f_pp,f_pp_80,0.8440000000000001,"I find this amusing as a music loving person would never do such a thing.
LOL A music lover would NEVER do something like that."
356,w_pp,w_pp_386,0.8440000000000001,"The corresponding sort of cell division in prokaryotes is known as binary fission .
And binary fission is where a cell splits in two ."
357,f_pp,f_pp_88,0.8440000000000001,"Christina Augulira, if that's how you spell it?
cristina augulira(think thats how u spell it)"
358,w_pp,w_pp_155,0.8440000000000001,"They appear in Africa in the upper Miocene and only relatively recently in Asia .
They have been found to have been in Africa in the upper Miocene ."
359,f_r,f_r_689,0.8440000000000001,"Entertainment is not necessarily fair.
nobody said entertainment has to be fair"
360,sts,sts_199,0.8440000000000001,"Deaths confirmed after helicopter crashes into Scottish pub
Scottish police say at least one dead after helicopter crashes into pub"
361,w_pp,w_pp_405,0.8440000000000001,"The term peafowl can refer to the two species of bird in the genus Pavo of the pheasant family , Phasianidae .
A peafowl is a kind of bird of the Phasianidae family this means it is a relative of the pheasant ."
362,sts,sts_145,0.8440000000000001,"Eurozone unemployment stays at record 11 percent
Eurozone unemployment at record high in June"
363,sts,sts_226,0.8440000000000001,"A small plane parked at an airfield with a cloudy sky overhead.
A small white plane parked in an airport on a cloudy day."
364,w_pp,w_pp_192,0.8440000000000001,"In jackal society social unit is that of a monogamous pair which defends its territory from other pairs .
Jackals are monogamous , and a pair defends its territory from other pairs ."
365,nmt_pp,nmt_pp_330,0.8440000000000001,"The accumulation could become downright embarrassing, over a long enough time-span.
in a long enough time, he could accumulate quite an embarrassing amount."
366,nmt_r,nmt_r_56,0.8440000000000001,"there is still a need to improve the management of public finances.
It is essential to guarantee sustainable public finances."
367,nmt_pp,nmt_pp_185,0.8440000000000001,"You've a strange way of showing gratitude.
you express your gratitude in a peculiar way."
368,w_pp,w_pp_248,0.8440000000000001,"Hannah Dakota Fanning , better known simply as Dakota Fanning , is an American teen actress .
Dakota Fanning is an American child actress , most famous for her starring role in the movie Dreamer ."
369,f_pp,f_pp_230,0.8440000000000001,"We like 24 and Lost because it is action-packed.
Same reason we like 24 and Lost: FULL OF ACTION!"
370,gr,gr_990,0.8440000000000001,"I love Molly Harper's Half Moon Hollow books.
I love reading Molly Harper's books."
371,nmt_pp,nmt_pp_425,0.8440000000000001,"The ashes in your grave are those of Agustina's mother?
so is Agustina's mother in the grave?"
372,nmt_r,nmt_r_168,0.8440000000000001,"The summer of Adam Shipley's sabbatical from Andover.
Adam Shipley took a sabbatical in the summer."
373,f_r,f_r_46,0.8440000000000001,"Very good question, I am waiting for answers.
I am waiting for some helpful answers from anyone."
374,w_pp,w_pp_352,0.8440000000000001,"Leto was the titan goddess of being unseen .
Leto is a goddess in Greek mythology ."
375,f_pp,f_pp_66,0.8440000000000001,"Six Flags has the best rides.
it is Six flags because they have the best rids!"
376,f_pp,f_pp_152,0.8440000000000001,"It is my cousins, with whom I live.
my cousins with who I live"
377,w_pp,w_pp_132,0.8440000000000001,"The Yulia Tymoshenko Bloc is the name of the bloc of political parties in Ukraine led by Yulia Tymoshenko .
The Yulia Tymoshenko Bloc is a Ukrainian electoral alliance led by the politician Yulia Tymoshenko , current Prime Minister of Ukraine ."
378,f_pp,f_pp_86,0.8440000000000001,"You need to act. Good luck.
U NEED TO DO SOMETHING ABOUT IT.GOOD LUCK."
379,nmt_pp,nmt_pp_112,0.8440000000000001,"Coming uphill, slowly, those things would stop a tank.
at a slow climb up the slope, a tank will stop."
380,sts,sts_238,0.8440000000000001,"The research firm earlier had forecast an increase of 4.9 percent.
The firm had predicted earlier this year a 4.9 percent increase."
381,nmt_pp,nmt_pp_67,0.8440000000000001,"Let the others do all the yelling and screaming.
leave the shouting to the others."
382,sts,sts_210,0.8440000000000001,"A kitchen with wood cabinets and dining table.
A kitchen with wooden cabinets and furniture."
383,w_pp,w_pp_495,0.8440000000000001,"From then on , Palahniuk 's later books would often meet with similar success .
After that , Palahniuk 's later books would mostly have the same success ."
384,w_pp,w_pp_170,0.8440000000000001,"Chuuk is the most populous of the FSM 's states .
Chuuk has more people than any of the other FSM states ."
385,f_pp,f_pp_57,0.8440000000000001,"Why did you not simply look it up on the internet?
Why didn't you just look that up?"
386,f_pp,f_pp_140,0.8440000000000001,"Aren't there enough problems in this world already?
are there not enough problems with this world?"
387,f_pp,f_pp_111,0.8440000000000001,"I used to read the book often and I was overjoyed when my mother purchased the film.
I always used to read the book, and I was so happy when my mom bought the movie."
388,nmt_pp,nmt_pp_152,0.8440000000000001,"We will aid your safe entry into the palace.
we'll help you get to the palace safely."
389,nmt_pp,nmt_pp_354,0.8440000000000001,"In actuality I find little in my prior experience to assist me in this.
actually, it seems to me that I have little prior experience."
390,f_pp,f_pp_85,0.8440000000000001,"Ask him if he has someone and if he says no, then you should ask him out.
Ask him if he have someone and if he say no then ask him out."
391,f_pp,f_pp_200,0.8440000000000001,"Okay, well first off, do not ever be nervous around her, even if she things it is adorable.
Okay well first off don't ever be nervous around her, even if she thinks it's adorable."
392,w_pp,w_pp_110,0.8440000000000001,"The dressing on this salad was traditionally Thousand Island dressing , although today it may be served with other dressings .
Chef salad is usually topped with Thousand Island dressing , but can be served with any type of dressing ."
393,w_pp,w_pp_255,0.8440000000000001,"The new rings bring the total number of Uranian rings to 13 .
As of 2010 people knows that the Uranian ring system have 13 rings ."
394,nmt_pp,nmt_pp_119,0.8440000000000001,"How do I get my five years back?
who's gonna bring me back five years?"
395,f_r,f_r_11,0.8440000000000001,"After some experience, I have decided that I would like cultural interaction in my marriage.
I am a participant in cultural interaction, and I wish to incorporate it into my marriage."
396,w_pp,w_pp_493,0.8440000000000001,"The museum is located immediately south of the Calgary International Airport .
The museum , founded in 1975 , is near the Calgary Airport ."
397,nmt_pp,nmt_pp_224,0.8440000000000001,"My own car has been broken into three times in this parking lot. You have done nothing.
three times they broke into my car three times, and you didn't do anything."
398,nmt_pp,nmt_pp_80,0.8440000000000001,"A fresh start on a brand new world!
a new beginning on a new planet."
399,nmt_pp,nmt_pp_370,0.8440000000000001,"pictures as well as create a Suunto Movie of the move using Suunto Movescount App.
to add the images and using your Suunto Movescount, you can also create a video Suunto Movie."
400,sts,sts_196,0.8440000000000001,"Close up of a white sheep with a black head.
A close-up of a sheep with a black head."
401,f_r,f_r_284,0.8440000000000001,"that's my two cents any way.
That is just my two cents!"
402,w_pp,w_pp_95,0.8440000000000001,"See List of compositions by Germaine Tailleferre .
Germaine Tailleferre was a French composer ."
403,f_pp,f_pp_106,0.8440000000000001,"If you really love this one, you should tell her the truth, that you have been fornicating with two others.
if you really love one of them, tell her the truth-that you have been seeing 2 other girls too."
404,f_pp,f_pp_234,0.8440000000000001,"I mean, it's great to stay intact with your inner child, but this is pathetic.
i mean its great to stay intact with your inner child but this is patheitc."
405,nmt_r,nmt_r_107,0.8440000000000001,"From earth to earth, ashes to ashes, dust to dust.
Universe to universe, ashes to ashes, dust to dust."
406,w_r,w_r_445,0.8440000000000001,"The British Rail Class 317 alternating current electric multiple units were built by BREL York in two batches , from 1981-82 and 1985-87 .
The British Rail Class 319 dual-voltage electric multiple units were built by BREL York in two batches in 1987 - 88 and 1990 ."
407,nmt_pp,nmt_pp_223,0.8440000000000001,"For years, I have been just a friend of hers.
I've only been her friend for years."
408,sts,sts_240,0.8440000000000001,"Fifty-seven senators, including 24 Republicans, have signed the letter.
Of those who signed the letter, 57 are senators, including 24 Republicans."
409,f_pp,f_pp_110,0.8440000000000001,"I'm still trying to find out, so if you find out first, please let me know.
Im still trying to find that out for myself if you find out tell me!"
410,gr,gr_950,0.8440000000000001,"The second the in the Sookie Stackhouse series, ""Living Dead in Dallas"" is a great book!
I finished the second Sookie Stackhouse novel, Living Dead in Dallas by Charlaine Harris this afternoon."
411,nmt_pp,nmt_pp_131,0.8440000000000001,"I'm not liking what I'm not hearing.
Gunn, I don't like what I don't hear."
412,nmt_pp,nmt_pp_447,0.8440000000000001,"This plug-in has no properties that you can set.
unable to set any properties of this plug-in."
413,f_pp,f_pp_251,0.8440000000000001,"Regardless of what happens you should be happy.
:) You should be happy regardless."
414,snli,snli_459,0.8440000000000001,"Three men stand at a bar with drinks.
Three people drinking and having a good time."
415,f_pp,f_pp_203,0.8440000000000001,"I am not certain whether he feels ""good riddance,"" or whether he still portrays affection for me.
im not sure whether he feels 'good riddance' or whether he still cares for me."
416,nmt_pp,nmt_pp_216,0.8440000000000001,"She considered for a few moments before answering.
before she answered me, she thought about it for a moment."
417,w_pp,w_pp_162,0.8440000000000001,"He heard about Cayce 's condition and offered to attempt a cure .
He heard that Cayce was sick and asked if he could try to cure him ."
418,f_pp,f_pp_60,0.8440000000000001,"It is because of the way the man says ""S"". It makes me uncomfortable.
it's because of how the guy says his ss....uggghhh, it makes me cringe."
419,w_pp,w_pp_240,0.8440000000000001,"Forming from an extratropical storm , Peter was initially a subtropical storm with minimal convection near its center .
It formed from an extratropical storm , and at first , it was a subtropical cyclone ."
420,gr,gr_933,0.8440000000000001,"Reychel has been a slave for her entire life.
Plot: Reychel has been a slave to her master, Kandek, all her life."
421,f_pp,f_pp_50,0.8440000000000001,"I feel sad watching the others play without you.It
It's just so sad to see others able to play and not you!"
422,sts,sts_188,0.8440000000000001,"Egypt braces for more protests, prays for calm
Egypt braces for more protests over Morsi, prays for calm"
423,f_pp,f_pp_287,0.8440000000000001,"Judas Priest Turbo Lover has just the right rhythm and sound for the occasion.
Judas Priest Turbo Lover, has the groove & rythym just for the occasion"
424,nmt_pp,nmt_pp_304,0.8440000000000001,"The narratives have substantial persistence in that they affect our views.
in influencing our opinions, this narrative demonstrates considerable persistence."
425,f_pp,f_pp_43,0.8440000000000001,"You may be getting taken advantage of no matter what you do.
pretty much ur getting ripped off no matter what"
426,gr,gr_851,0.8440000000000001,"Awesome story with Jeff and Fallon!
If you love Fallon and Jeff you've got to read this."
427,w_pp,w_pp_229,0.8440000000000001,"Benzylpiperazine is a recreational drug with euphoric , stimulant properties .
Benzylpiperazine , commonly referred to as BZP is an recreational drug ."
428,w_pp,w_pp_345,0.8440000000000001,"However , the civil rights movement was met with protests from loyalist counter-demonstrators .
Instead of leading to change , the civil rights movement there were protests counter-demonstrators called Loyalists ."
429,f_pp,f_pp_164,0.8440000000000001,"I will review the script.
sure i will read ur film script!"
430,f_pp,f_pp_38,0.8440000000000001,"By waiting it out, it will all work out in the end.
it'll be ok. just wait it out."
431,f_pp,f_pp_223,0.8440000000000001,"In a hard situation, best of luck.
Best of luck - not an easy situation."
432,sts,sts_216,0.8440000000000001,"Treasury's long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.
The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account."
433,sts,sts_190,0.8440000000000001,"French forces take key Mali town
French forces seize key town"
434,nmt_r,nmt_r_213,0.8440000000000001,"soon the rains will come, heavy, thick, and blinding.
we expect great clouds and heavy rains at night."
435,gr,gr_924,0.8440000000000001,"She is coming, rustled the Everwood leaves.
She is coming, whistled the Everwood winds."
436,f_pp,f_pp_59,0.8440000000000001,"I am convinced that you will have a girl.
It definitely will be a girl for sure!"
437,gr,gr_663,0.8440000000000001,"I loved this short story - wish it were longer!
It was a quick read and part of me wished that it would go on a little longer."
438,f_pp,f_pp_113,0.8440000000000001,"As Ginger stated: when you are smart and successful, you can have anything you desire. Well, almost anything.
Like Ginger said when u're smart and successful u can hav anything u want(almost anything)"
439,f_pp,f_pp_275,0.8440000000000001,"Tell her what your hopes and dream are for both of you in the futures.
Tell her what your hopes and dreams are for the two of you in the future."
440,w_pp,w_pp_471,0.8440000000000001,"The Empire of Nicaea succeeded in capturing Constantinople and the rest of the Latin Empire , thus re-establishing the Byzantine Empire .
The Empire of Nicaea took control of Constantinople and also the Latin Empire so it again became the Byzantine Empire ."
441,nmt_pp,nmt_pp_18,0.8440000000000001,"Okay, I... I am gonna handle this like a lady.
OK, I'll deal with it as a lady."
442,sts,sts_248,0.8440000000000001,"A gray cat with green eyes looks at the camera.
A grey cat with green eyes looking into the camera."
443,sts,sts_233,0.8440000000000001,"A man stares out a window.
A man looks out the window."
444,sts,sts_193,0.8440000000000001,"He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law.
In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws."
445,f_pp,f_pp_250,0.8440000000000001,"My best friend and I conected instantly.
but me and my best friend... it was like instantly"
446,w_pp,w_pp_47,0.8440000000000001,"He attended Detroit public schools and graduated from Swarthmore College in 1956 and from Harvard Law School in 1959 .
He went to college at Swarthmore College , and he got his law degree from Harvard University ."
447,f_r,f_r_10,0.8440000000000001,"I think you need to wait until you become mature enough to handle this situation.
when u think ur mature enough to handle the drama that comes along with gettin involove with a guy!"
448,gr,gr_855,0.8440000000000001,"Not as good as Fablehaven, but a good kids' read.
Not as good as Fablehaven but still an entertaining book"
449,nmt_pp,nmt_pp_107,0.8440000000000001,"There is no promise you make that I can trust.
I can't count on your promise."
450,nmt_pp,nmt_pp_319,0.8440000000000001,"It is a bit of an empty space out there.
the space is a little empty."
451,nmt_pp,nmt_pp_310,0.8440000000000001,"You know, you have the most beautiful hair I've ever seen.
I've never seen such beautiful hair."
452,f_pp,f_pp_183,0.8440000000000001,"That last answer should help, not that one, the one above it.
yep, the last answer should work :) no, not that one, the one above it :)"
453,sts,sts_202,0.8440000000000001,"those who ignore history are doomed to repeat it.
ooo strike TWO those who ignore history are doomed to repeat it."
454,nmt_pp,nmt_pp_419,0.8440000000000001,"I have insurance against kidnapping 10 million.
I'm insured for a 10 million kidnapping case."
455,sts,sts_209,0.8440000000000001,"CIA Director George Tenet said the two men were ""defined by dedication and courage.
[They] were defined by dedication and courage,"" said the CIA's director George Tenet."
456,nmt_pp,nmt_pp_323,0.8440000000000001,"He's making fools of us by not showing up.
by the fact he hasn't shown up, he makes us fools."
457,nmt_pp,nmt_pp_314,0.8440000000000001,"But the answer's always gonna be the same.
and the answer is still the same."
458,w_pp,w_pp_101,0.8440000000000001,"Real Zaragoza was originally formed out of two rival teams : Iberia SC and Real Zaragoza CD .
It was established in 1932 when Zaragoza CD and Iberia FC join to create Real Zaragoza ."
459,nmt_pp,nmt_pp_431,0.8340000000000001,"There is now an urgent need to rebalance growth and to rebuild competitiveness.
a new balance of growth and resumption of competitiveness is now urgently needed."
460,nmt_pp,nmt_pp_362,0.8340000000000001,"We go to have 3 harvests to the year instead of one.
instead of one harvest in a year, they will have three."
461,sts,sts_191,0.8340000000000001,"A girl is communicating with sign language.
A young girl is using sign language."
462,gr,gr_896,0.8340000000000001,"So good to have more adventures with Hadrian and Royce.
Another great book with Hadrian and Royce!"
463,f_pp,f_pp_128,0.8340000000000001,"I will need and picture and information first, such as who you are.
i need pic first and info who are you?"
464,sts,sts_217,0.8340000000000001,"Young woman in riding gear on top of horse.
Young girl in riding gear on a horse."
465,f_pp,f_pp_297,0.8340000000000001,"Zac Efron is the hottest guy ever.
And Zac Efron is the hottest guy ever!!!!!OMG!!!!!"
466,f_pp,f_pp_271,0.8340000000000001,"One shouldn't date at 12 years old.
12 year olds shouldn't be dating."
467,f_pp,f_pp_36,0.8340000000000001,"Be amicable until the situation improves, since you do not want to end it prematurely.
just be nice until things get better---u dont want to call it off too soon"
468,f_pp,f_pp_193,0.8340000000000001,"Why do they say that liberal homosexuals like Barbara Streisand?
why are liberal homos suppose to like a barbra streisand??"
469,sts,sts_166,0.812,"Beer bottles (-LRB- Harp Lager )-RRB- lined up on the floor.
A row of beer bottles on the floor."
470,gr,gr_840,0.812,"Abby Cooper is a clairvoyant who describes herself as ""vanilla ice cream - good enough but bland.
In the Royal Oak suburb of Detroit, thirtysomething Abby Cooper lives a life that's kind of like vanilla ice cream--good enough, but a little bland."
471,sts,sts_206,0.812,"Queen to name biggest ever carrier
Queen names giant aircraft carrier"
472,f_pp,f_pp_258,0.812,"I would love to hear Eyes on Me by Faye Wong, please put it on.
Eyes on Me, Faye Wong, now!"
473,f_pp,f_pp_44,0.812,"She sometimes photoshops her pictures, but not always.
sometimes her pics are photoshopped, sometimes not hehe"
474,nmt_pp,nmt_pp_193,0.812,"I got away, it let go of me.
it's not holding me anymore, it's letting me go."
475,sts,sts_183,0.812,"Let's let this play out in court.
Nothing is stopping this thing from playing out in court."
476,w_r,w_r_326,0.812,"It was written by all band members prior to their debut album , Silent Alarm .
In February 2005 , the band released their debut album Silent Alarm ."
477,nmt_r,nmt_r_7,0.812,"analysis of the acionens effectiitet og produitet 3.4.4.
analysis of apropos effectiitet og produitet 3.8.4."
478,nmt_pp,nmt_pp_386,0.812,"It's a digital image. It came with the painting.
a digital photo that was in the picture."
479,gr,gr_708,0.812,"Can't wait to read the next one.
Can't wait till next year for the 3rd Book "" Of Neptune "" Wiiii :)"
480,nmt_pp,nmt_pp_170,0.812,"You've done your work well, "" the man said.
you did a good job,"" he said."
481,f_pp,f_pp_4,0.812,"The man began a count, 1 and 2, then suddenly let out an ""ARR"" shrieking sound.
So the man starts 1....2... ARRRRRR he screams."
482,snli,snli_668,0.812,"A little cute girl in a white dress is revealing her presents.
A little girl unwrapping her birthday gift, in a white dress at home."
483,f_pp,f_pp_83,0.812,"Yes he is, especially if she demands him to stop and he continues.
2. yes he is especialy if she asks him to stop and he does not."
484,nmt_pp,nmt_pp_278,0.812,"Outlook Express was not shutdown properly the last time it was used.
your last use was not correctly terminated by Outlook Express."
485,w_pp,w_pp_282,0.812,"On September 1 , 1939 , Germany and Slovakia a client state in 1939 attacked Poland .
World War II began on September 1 , 1939 , as Germany invaded Poland ."
486,w_pp,w_pp_156,0.812,"A text editor is a type of program used for editing plain text files .
A text editor is a program that is run on a computer that can create and change text ."
487,w_pp,w_pp_79,0.812,"Siloam Springs is made up of Siloam Springs , Arkansas , and West Siloam Springs , Oklahoma .
Siloam Springs is a city of the state of Arkansas in the United States of America ."
488,sts,sts_201,0.812,"Black train on train tracks.
A train on the train tracks."
489,nmt_pp,nmt_pp_277,0.812,"Oh, I'm good with the living room couch.
I'll sleep on the couch in the living room."
490,w_pp,w_pp_238,0.812,"The degree to which a person is overweight is generally described by Body Mass Index .
To find out if a person is overweight , you can calculate their body mass index ."
491,f_r,f_r_145,0.812,"did it hurt when you fell from heaven?
When you fell, was it from Heaven or what?"
492,f_pp,f_pp_7,0.812,"His appearance is improved by the addition of blond-colored hair and he possesses an attractive posterior!
He looks better with blond hair and he has a cute butt!!!"
493,f_pp,f_pp_130,0.812,"It is a big world out there and you just need to jump back in there!
It's a big world out there and it's waiting for you to jump back in better than ever before!"
494,snli,snli_63,0.812,"A player kicks the soccer ball from the corner of the field.
A male soccer player kicks the soccer ball with his right foot."
495,f_pp,f_pp_10,0.812,"You deserve someone who sees the potential in you.
If she can't see what a wonderful person you are, then she is not the one for you..."
496,w_r,w_r_325,0.812,"No reports of damage or casualties have been received .
There was no damage or casualties as Blanca 's impact was generally minimal ."
497,w_pp,w_pp_415,0.812,"Guitar Hero : Metallica is a music video game developed by Neversoft and distributed by Activision .
Guitar Hero : Metallica is an upcoming rhythm game being made by Neversoft with other help from Activision ."
498,f_pp,f_pp_226,0.812,"I used to watch that show all the time!
I use to watch ALL the time, loved that show!"
499,w_pp,w_pp_176,0.812,"He was often critical to the success of the side of Carthage over Rome .
Many times he was important in Carthage 's successes over Rome ."
500,sts,sts_219,0.812,"Obama travels to tornado-ravaged Oklahoma
Obama visits tornado hit Oklahoma"
501,sts,sts_215,0.812,"investigators claim the british company was a cia cover.
russian investigators stated that the british company was a cia cover."
502,w_pp,w_pp_394,0.812,"Instead , Snape kills Dumbledore .
Snape comes up and kills Dumbledore ."
503,f_pp,f_pp_112,0.812,"I believe that you could earn some decent money for them on Ebay. Apologies that I was unable to answer your question.
I bet you could get a pretty penny for them on Ebay... (sorry I didn't answer your question)"
504,w_pp,w_pp_131,0.812,"The ingredients of traditional soda bread are flour , bread soda , salt , and buttermilk .
In its most basic form it contains only four ingredients ; flour , salt , baking soda , and buttermilk ."
505,nmt_pp,nmt_pp_19,0.812,"Athabasca would have been roused from his bed.
they probably hauled Athabase out of bed."
506,f_pp,f_pp_26,0.812,"You must develop trust by learning about her, and then you can develop a relationship.
if u want a relationship with her then u have to get to know her...thats where trust comes in."
507,nmt_pp,nmt_pp_315,0.812,"No suspects are in custody, as investigation at the scene... continues.
there are no suspects yet, investigations are continuing."
508,w_pp,w_pp_57,0.812,"A smaller station served Parkes Racecourse between 1923 and 1937 .
There was also a small station at Parkes Racecourse from 1923 to 1937 ."
509,w_pp,w_pp_102,0.812,"In 2005 its population was estimated to be 67,232 .
It was guessed that there were 67,232 people in Palatine in 2005 ."
510,f_pp,f_pp_196,0.812,"I think Spongebob is hilarious, so does my 30 year old brother, he watches it all of the time.
spongebob is so funny my 30 year brother still watches it and all of the episodes r soooooooooooooooooooooooooooooooooooooooooooo funny"
511,sts,sts_207,0.812,"The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.
The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June."
512,nmt_pp,nmt_pp_49,0.812,"I've summoned a pair of friends who can help
I called for some friends -"
513,nmt_pp,nmt_pp_145,0.812,"I got witnesses that say the boy was laying hands on those people when they died.
I have a witness who says they died when the kid put his hands on them."
514,nmt_pp,nmt_pp_151,0.812,"The shop window was smashed from outside.
someone on the outside broke a window window."
515,nmt_pp,nmt_pp_343,0.812,"Chemically dissociated into harmless components, I heard.
I've heard it should be chemically split into innocuous elements."
516,w_pp,w_pp_226,0.812,"This category covers articles about primates as individual species or groups .
These articles are about primates , the animals of the order Primates ."
517,f_r,f_r_18,0.812,"stop asking where to steal music, go buy it!
Purchase music and stop inquiring of places to steal it from."
518,w_pp,w_pp_343,0.812,"Elvira is convinced and descends to the street .
Elvira comes down to the street ."
519,w_r,w_r_219,0.812,"However , many tornadoes are preceded by a funnel cloud .
If a funnel cloud touches the ground it becomes a tornado ."
520,nmt_pp,nmt_pp_350,0.812,"I've got a magical cloak of protection.
I have a magic cloak that protects me like armor!"
521,f_r,f_r_231,0.812,"I was able to locate this site.
You should be able to locate it."
522,w_r,w_r_374,0.812,"It is served by London Overground , London Midland , Southern and London Underground Bakerloo Line services .
Barking station is a railway station served by National Rail , London Underground and London Overground services ."
523,f_r,f_r_168,0.812,"Try to get areas, or limewire. Things like that are free.
You can get it free on limewire"
524,f_r,f_r_373,0.812,"You can go to www.bearshare.com to teach for and download songs.
A website you might like to find and download music is www.bearshare.com."
525,f_pp,f_pp_264,0.812,"I like Kelly Clarkson the best.
i like both but i would have to pick kelly clarkson"
526,w_pp,w_pp_207,0.812,"Windows XP Tablet PC Edition is designed to run stylus applications built using the Tablet PC platform .
Another special version of XP is called the Tablet PC Edition , for pen-based laptops ."
527,nmt_r,nmt_r_62,0.812,"the Authority shall adopt the budget of the Office.
the Management Board shall adopt the budget."
528,f_r,f_r_382,0.812,"You can go to www.bearshare.com to teach for and download songs.
The best website to download music is www.bearshare.com"
529,nmt_pp,nmt_pp_186,0.812,"They're not gonna tell us anything, are they?
they didn't tell us everything, did they?"
530,f_pp,f_pp_92,0.812,"It's never been wrong for a woman to talk to a man.
Since when is it so wrong for a woman to talk tp a guy."
531,f_r,f_r_550,0.812,"It won't work with your telephone line.
your telephone line will not support it"
532,f_pp,f_pp_134,0.812,"Get every known answer to man.
to,and get every known answewr to man."
533,w_pp,w_pp_107,0.812,"Wayne Gretzky won the Art Ross Trophy 10 times during his 20-year NHL career .
Wayne Gretzky has won this trophy ten times , the most of any player ."
534,snli,snli_180,0.812,"a young person with short dark hair is playing a piano
A dark-haired boy in a brown jacket is playing on a shiny piano."
