,PairID,SentencePair
1219,gr_296,"['I loved the writing style and I also really liked the pace of this book.', 'Traitor to the Throne featured more political elements to it than the previous book.']"
1220,gr_297,"[""This story felt like a fairytale retelling even though it's original because the world is just so rich."", 'Even their bond, which I appreciated, felt superficial.']"
1221,gr_298,"['Red Sister is a brilliant fantasy novel but be warned, there are no secret unicorns or Quidditch games inside the convent.', 'HUGE thanks to Ace, Netgalley, and Mark Lawrence for the eGalley of Red Sister in exchange for a honest review.']"
1222,gr_299,"['The tenth in the Demonica series and the fifth in the Lords of Deliverance series, Reaver does not let down even a little.', 'In terms of revelations and anticipation, ""Reaver"" has been the book that all the series\' followers were looking forward to read.']"
1223,gr_3,"[""I really wanted to love this book because I love this author, but it wasn't my favorite from her."", ""I can't really tell you what filled those 170 pages except uneventful travels, thinly veiled hints, and the musings of two extremely un-curious society girls.""]"
1224,gr_30,"['A lighter read than some in the series.', ""If you read the part where she confessed her biography, then her accepting Christian shouldn't be so hard to accept.""]"
1225,gr_300,"['A wonderful collection of interconnected stories with some overlapping characters that transcends its genre.', 'I love reading short stories that I can pick up and put down.']"
1226,gr_301,"[""I don't understand why does Adam change so much?"", ""I enjoyed Warner's perspective, but I don't actually give any shits about Adam anymore and would have preferred a story from Kenji tbh.""]"
1227,gr_302,"['If I had to describe Intrinsical in one word it would definitely be impressive.', 'I had to read it again in preparation for the second one and I am glad I did.']"
1228,gr_303,"['Since winter is over, Kate can do anything she pleases and decides to spend her six free months in Greece with James.', ""It turns out good for them in the end but Kate has learned things she wasn't sure about.""]"
1229,gr_304,"['Indeed, the zombies of the book serve as an applicable metaphor for the oppressed of the time period.', 'But apparently, zombies have no memory of their life before death.']"
1230,gr_305,"['Readers of paranormal romances will love this story.', 'This book (the first in the successful paranormal romance series aptly titled Witchblood) opens with a prologue that absolutely works.']"
1231,gr_306,"[""I have been a fan of Chuckie since book 1 when we hadn't even met him yet."", 'I will always be Team Martini, but Teams Reader, Chuckie and Christopher received mega points with this book.']"
1232,gr_307,"['But i loved it and hope the final version is published!', 'I hope this book gets published soon cause i need to know what happens next!']"
1233,gr_308,"['I think Astrid was good for Soren and vice versa, but their determination to be so...normal...made for a pretty blase love story.', ""That's not all Astrid dreams of--the daughter of a renowned prophetess, Astrid is coming into her own inherited abilities.""]"
1234,gr_309,"['Instead, this is a world in which mice have fostered a civilization, have made strides in both industry and academia.', 'Mice must stand strong against the dark and old heroes rise to help battle evil once more.']"
1235,gr_31,"['** spoiler alert ** Lost Boy tells a pivotal story about the origin of Captain Hook and his famous feud with Peter Pan.', ""It's all fun and games until a boy gets eaten by a crocodile, or killed by a pirate.""]"
1236,gr_310,"[""Sure, Felix is a nice enough guy, but instalove isn't going to solve the problem as to why he is so determined to help them."", 'Suddenly, Felix is thrown into a world he never expected, with enemies no one could have ever dreamed of.']"
1237,gr_311,"['Fell in love with Zoey this feisty herione from the moment she enters the scene.', 'Secrets come out that shake everything Zoey has ever knew and now a true battle has begun.']"
1238,gr_312,"['Okay so now you must know how much I love Jane.', 'Jane suffers some deaths of loved ones and fixes all her friends problems.']"
1239,gr_313,"['A very dark and sinister well-written novel about a pack of wolves!', 'Despite them being wolves their struggles mirror our own in many ways and their emotions are surprisingly human.']"
1240,gr_314,"[""I don't know that but it sounds pretty stupid."", ""If you're over the age of 17 and read much, don't bother.""]"
1241,gr_315,"['(1 star) Ghost Trap by Rick Hauta - This was a perfect zombie story.', 'The Zombie Who Fell From the Sky - M.B.']"
1242,gr_316,"['All in all this is a wonderful book.', 'I found myself smiling through out the whole book, and not many books can do that for me.']"
1243,gr_317,"['I got lost in the tales again once I got done with the women.', ""I kept a journal of who's who and still got blurry-eyed by the end.""]"
1244,gr_318,"['Her Faery is the magical land I most wish I could reside in.', 'I feel bad for poor Ethan, who keeps getting wrapped up in the drama of Faery.']"
1245,gr_319,"['This play is horrifically, hilariously bad.', 'I would love to see the play.']"
1246,gr_32,"['The story is bookended and intercut with a few scenes of adult versions of a few of the characters.', 'The setting was done really well, and I could always vividly see where I was during any given time in the story.']"
1247,gr_320,"[""It's about damn time he recaptures the magic that made The Dark Tower series one of his epic works."", 'But the Dark Tower parts were great!']"
1248,gr_321,"['I love her even more than Elena because Elena is just so entitled and such a crybaby about everything.', ""Not adding it to my shelves because I'm not even sure.""]"
1249,gr_322,"[""The things I liked most about THE THICKETY: A PATH BEGINS are the magic system and the author's writing style."", 'I expected a book filled with adventure, and, well, time actually spent in the Thickety.']"
1250,gr_323,"['As Violet and the other Grigori struggle to stay one step ahead of Phoenix, Violet is plagued with doubt.', 'There were some fabulous moments left me sighing, that made up for some of the other not so stellar scenes between Lincoln and Violet.']"
1251,gr_324,"['Ethan and Merit fight (again, ugh, I hate this).', 'There is no way, no way at all, Ethan could be this old and this immature.']"
1252,gr_325,"['As they began to know each other, their connection grew deeper and less strange to me.', ""I don't know, I just didn't entirely buy the progression of their relationship.""]"
1253,gr_326,"['She was less the ""pain in the butt"" little sister and more emotional touchstone for both Iris and Cletus.', 'But then she finds her newest client, Cal, poisoned on his kitchen floor, and only Iris can help.']"
1254,gr_327,"['Shadow Spell picks up a couple of months after Dark Witch.', 'Why do I recommend, ""Shadow Spell"" by Nora Roberts?']"
1255,gr_328,"[""Even though it wasn't a lot, I loved the scenes the pair had together."", 'I love these characters, all of them, even the ""bad"" ones.']"
1256,gr_329,"[""We're not worried about the sex."", ""24 September 2014 update (Cover rant): Yep, that makes it clear it's not about the sex, doesn't it?""]"
1257,gr_33,"['She redeemed herself somewhat at the end.', 'Flory is a young and uninitiated fairy, fending for herself with many lessons to learn about selflessness, empathy, determination, and courage.']"
1258,gr_330,"[""We learn about The Holders through Becca's eyes: their history and their present."", 'The story does center around discovering a new reality, that there is a thing called Holders and everything that their world entails.']"
1259,gr_331,"['Zoo City is an urban fantasy book set in Johannesburg, South Africa.', 'I love the character of Zinzi December, the magically transformed Johannesburg and the pop culture reference.']"
1260,gr_332,"['As a huge Legend of Zelda fan, I had to grab a copy of this for myself one day.', 'How much of a fan am I, really?']"
1261,gr_333,"[""Nick isn't really doing a lot for me."", 'I do not think Nick will be around a whole lot longer, as she realizes just how far from safe Nick is becoming.']"
1262,gr_334,"[""It was humorous but I feel that it didn't fit with the story at all."", ""I feel like this can be a horror movie 4/5 and that's it :)""]"
1263,gr_335,"['At other times, it barely hits the 3 star mark.', 'I read it in about 3 hours, in one sitting.']"
1264,gr_336,"['I do, however, have to take it in small doses.', 'I have a book to read,"" says Death.']"
1265,gr_337,"['Geared toward the ""tween"" set, it is still enjoyable for adults.', ""Even though I'm not the target audience (young adults) for this book, I enjoyed it immensely.""]"
1266,gr_338,"[""All in all, however, it wasn't nearly enough."", 'Well, maybe twice all the way through.']"
1267,gr_339,"['Currently, a rescue team is working 24/7 to bring him back as Jullien alone saved their families and friends.', 'And Jullien, I hated him in the previous books but in this one I really loved him and marveled at how much he had changed.']"
1268,gr_34,"['At the time I was so overwhelmed I had a hard time talking about it clearly, so let me try now.', 'I only started caring about Harry at maybe 80%; before, he was just a slightly annoying narrator who thankfully had a healthy dosage of sarcasm.']"
1269,gr_340,"['This leaves Anna barely functioning causing her to dislike vampires.', 'Speaking of her friends, Anna Cathy and Ty have great personalities.']"
1270,gr_341,"['I first read these books as an impressionable teen.', 'Just never really got interested, as a teen.']"
1271,gr_342,"['I like fairy tales to a degree, and I like mysteries, but I knew this was a young adult mystery.', 'And of course, the normal fairy tale theme of good winning over evil.']"
1272,gr_343,"['I highly recommend the phenomenally suspenseful hot and steamy Burn For Me by Cynthia Eden.', 'so glad Ms Eden has returned to the world of the supernatural.']"
1273,gr_344,"['Now, having read a lot of mythology of various types when I was a teenager, all of the stories were familiar.', 'It is the TMZ version of the story as it were.']"
1274,gr_345,"['I feel like the series caught a much better stride in this book compared to the first book.', 'Source: I own a bind up of the first two books in this series.']"
1275,gr_346,"[""And, there's a good reason he insists on trying 'the shoe' on every maiden in order to find his real love."", ""I'm baffled by the low ratings, because it's a really good retelling and you'll find mentions of other popular fairytales in there too.""]"
1276,gr_347,"['Check it out if you are a fan of fantasy and especially if you like steampunk.', 'While most are classifying this as steampunk I find it feels much more like space opera to me.']"
1277,gr_348,"['Prosper has a demon living inside of him because of a broken deal that an ancestor made 300 years ago.', 'The Dreadful Tale of Prosper Redding is perfect for this time of year!']"
1278,gr_349,"['If you aren\'t talking to Fane then you ought to see a doctor because you are constipated a lot,"" Jen explained.', 'No pun intended, but"" Jen laughed, ""get it?']"
1279,gr_35,"['But, for home school, I have decided to read them in chronological order as it think this will be easier for elementary students to understand.', 'This is a must read for everyone.']"
1280,gr_350,"['This one did that for me.', 'Why did the lass keep her name a secret?']"
1281,gr_351,"['That said, a predictable ending is not a deal-killer in an of itself.', 'I also did not like how open ended the end was.']"
1282,gr_352,"['Tove was impressive and a force to be reckoned with, but cast aside by the author and the main character for reasons unknown.', 'She stands her ground and will not be swayed.']"
1283,gr_353,"['Frost chooses, she can open a new ""chapter"" in their lives.', 'We also all remember how awkward Cat could make a situation when she opened her mouth.']"
1284,gr_354,"[""I like the mysterious thing he has going for him it's super-attractive quite pleasant."", 'Basso has a fluid writing style.']"
1285,gr_355,"[""Guess that's not that important, but it sure helped out Suzume all the time."", 'Yes, Suzume is flawed but she is relateable and you root for her.']"
1286,gr_356,"['While Dorothy is the villain of this series, it was interesting to see her rationalize the ""evil"" things that she was doing.', 'I loved reading this prequel bind-up to Dorothy Must Die!']"
1287,gr_357,"['The twins are now 6, almost 7 and Rhianwen is 5, almost 6.', 'The Dragon Who Loved Me 6.']"
1288,gr_358,"['If she tells anyone, he will kill them all.', ""I totally like him at times, but yet he can't see that Celia will never love him the way that she loves Aric.""]"
1289,gr_359,"['It made me feel bad for Raahosh, his naughty Khui had the bad taste in women!', 'They help give us both Liz and Raahosh perspective.']"
1290,gr_36,"[""This series is so good so far that I'm afraid to read them...because then I can't look forward to reading them."", 'A good book if you want pure entertainment and love fantasy/action.']"
1291,gr_360,"['CHOICE The oldsouls might have forgotten the choice they made to give themselves limitless lifetimes, but Ana knows the true cost of reincarnation.', ""I will say the very last chapter with Ana and Sam's reunion was sweet.""]"
1292,gr_361,"['Young also answers and provides closure to what happens in A Need So Beautiful.', 'A WANT SO WICKED is a well-thought out and deliciously addictive sequel to A NEED SO BEAUTIFUL.']"
1293,gr_362,"['Even the way Stefan and Damon became vampires was altered in that there was no duel to the death this time around.', 'This first prequel volume, Origins, chronicles the Salvatores in 1864 when they first met Katherine and became vampires.']"
1294,gr_363,"['Mature content will appeal to most people who loves this NA genre but it is not my cup of tea.', 'Maybe it was the sex that grounded me, who knows but geez I am ready for the second one.']"
1295,gr_364,"['Cullen ached for her and became a broken beast when his daughter was abducted.', 'Then his daughter is kidnapped and he needs Taige to save her.']"
1296,gr_365,"['Heroine Cat is just as stubborn as the day we met her in Halfway to the Grave.', 'If you love Cat and Bones you will enjoy this read.']"
1297,gr_366,"[""Josie doesn't fight the khui system like some of the others."", ""Like any reader addicted to this series, I have been anticipating Josie and Haeden's book like whoa.""]"
1298,gr_367,"[""This may be my favorite of the Septimus Heap books, but if you haven't read the previous tales don't start here."", 'I also wonder if Septimus will ever get a girlfriend.']"
1299,gr_368,"[""And I'm happy to report that Brenna did not disappoint."", 'Brenna Yovanoff employs the commonly used story of Heaven and Hell and makes it her own.']"
1300,gr_369,"['I have nothing really good to say about it, nor bad.', 'Like I said: too good to be true.']"
1301,gr_37,"['Why does the magic these women have show up specifically on their 21st birthday and not at any other time?', '(Rather admittedly, this summary is not as all-encompassing as my summaries usually are.']"
1302,gr_370,"['3.5 stars Destroy Me was four stars while Fracture Me was three.', ""Just a heads up, if you've already read Destroy Me and Fracture Me, there's no point in getting Unite Me.""]"
1303,gr_371,"[""It's the on/off button for Rachel Caine (the off button being when you take breaks or finish the book)."", 'Are you and Ms. Rachel going to get married?']"
1304,gr_372,"[""If you like the beginning of the wheel of time, you'll like this."", 'In fact, The Unremembered is very reminiscent of The Wheel of Time, especially The Eye of the World.']"
1305,gr_373,"['The angst is delicious, and I will be sure to pick up the next Moskowitz book I see.', 'Ms. Moskowitz has a way of making the reader feel intense emotion.']"
1306,gr_374,"['The graphic novel brought those differences to the fore, and took me back to scenes from the book I had forgotten over the years.', 'When I saw that a graphic novel version had been published, I of course had to read it.']"
1307,gr_375,"['Problem is Annabelle did not commit the crime.', 'As a result I did not enjoy it as much as I thought I would.']"
1308,gr_376,"[""Some funny moments and some 'no don't trust him Zoey!'"", 'When I got over that, I started to read and then Zoey mentioned she was marked only 2 months ago!']"
1309,gr_377,"['My overall opinion of A Cursed Bloodline is that it had the potential to be great, but ended up just being okay.', ""A familiar enemy shows up in the beginning of A CURSED BLOODLINE and puts another obstacle in Celia and Aric's path to happiness.""]"
1310,gr_378,"['He has picked Jane over the vampires.', ""Jane Yellowrock is up against the biggest, baddest nasty she's ever seen.""]"
1311,gr_379,"['Nice addition to the books of the Kate Daniels series.', 'We see here for the first time that Curran feels more than just irritation for Kate.']"
1312,gr_38,"['She is the only one he knows who is not afraid of him.', 'When Balder the Beautiful fails to rise Soren and Astrid team up to find him and bring him back to the world.']"
1313,gr_380,"[""The ending wasn't a cliffhanger but I can't say I felt very satisfied by it."", ""I can't wait for this book to be released.""]"
1314,gr_381,"[""He'll definitely have you cheering him on."", ""Not that you want to - it's a gripping read.""]"
1315,gr_382,"[""This book was very different than any other book I've ever read."", 'I chose to read it a different way.']"
1316,gr_383,"[""And for the record I'm team Will ^-^"", 'I am team Jem all day, every day.']"
1317,gr_384,"[""Hope emerging, I could scarcely put the book down for the rest of Mel's wild adventure."", 'I could not put it down.']"
1318,gr_385,"[""Froi & Quintana's darkness was like a drug, and it made book # 1 feel so innocent."", 'I was so happy to learn more about Froi and see this series develop.']"
1319,gr_386,"['The Accidental Vampire is just as fun as the others, and quite steamy too.', 'Also Elvi was a fun character with her single minded enthusiasm, neurotic charm and goofy vampire rules.']"
1320,gr_387,"['That was really the biggest downfall of this for me and the reason I had to give it only a 3.5 stars.', '** spoiler alert ** (3.5 Stars) Spoilers shall abound.']"
1321,gr_388,"['Rayfe is the King of the Tala and needs to convince Andi to return to their land with him.', ""Andi's beautiful new land makes you feel at home and hope that Andi will be able to keep them safe.""]"
1322,gr_389,"[""CeeCee knows a little more about the mediator stuff, and like a true BFF, she doesn't push Suze for details when Suze needs a hand."", 'I feel like my love for Suze and Jesse and the original six books in the Mediator series have been forever sullied by this garbage.']"
1323,gr_39,"['It consists of 27 stories that range from fantasy, to sci-fi, to general fiction.', 'There is some amazing stories but in my opinion there are more bad stories then good ones.']"
1324,gr_390,"['Wendy grows a lot and is pretty much running things around Forening.', 'Troll or not, I do really like the heroine, Wendy.']"
1325,gr_391,"['What more can you ask for in a paranormal romance.', 'So, do you want to know what I thought about it?']"
1326,gr_392,"['The inn and your host, Dina Demille, will defend you at all costs.', 'Fortunately for Dina, her werewolf, Sean, is not willing to let Arland try to fascinate Dina without his presence.']"
1327,gr_393,"['I know something so simple, but you can feel the tension and chemistry between Rayna and Chase, only nothing really happens.', ""Rayna gets to take him into territory where demons aren't that different from hunters or humans.""]"
1328,gr_394,"['Ember was an okay character, but she had her annoying moments.', 'It started when she was about thirteen.']"
1329,gr_395,"['The characters were great, but I wish we saw more of them.', 'Yes there were obstacles, but I always knew the main character would overcome them.']"
1330,gr_396,"['This made me love Despina so much more than I did already.', 'I like Jalal and Despina, but neither of them has enough character development to really pull this off.']"
1331,gr_397,"[""The novel is told in the POV's of Pollux, Kate and Henry."", 'This story starts out telling us some history of Castor and Pollux who are on the run from the Zeus.']"
1332,gr_398,"['With the fall of silence already happened in the first chapter of this series, we know what Silver has watched and seen what can happen.', 'Silver Silence is the first book in the psy-changling trinity but I think of it as the 16th book in the psy-changeling series.']"
1333,gr_399,"['I read all seven books in this series in two weeks.', 'I think that would be totally cool to read a story with those two as the characters.']"
1334,gr_4,"['It is very rarely that a book can command so much of my attention and I really could not resist it, yum!', ""She's still living with, and teaming up with Ivy & Jenks, and she seems very unsure of herself, and her place in this new life.""]"
1335,gr_40,"[""This feels like pretty generic fantasy to me, as it has nearly every stereotypical fantasy character/event/etc in it, bot overall it wasn't a bad read."", 'Feist is a master fantasist, and for me this is where it all began.']"
1336,gr_400,"['Exhibiting signs of a polished and mature writer readers will anxiously await future Bachmann tales', 'Okay, so I will admit first and foremost that The Peculiar by Stefan Bachmann is not my typical read.']"
1337,gr_401,"['As an Aquarian, I am always very intrigued while reading about my House and am always pleased with what I find out.', 'I never really liked the House system, though the world-building is AMAZING, definitely well-constructed.']"
1338,gr_402,"[""There is no foreseeable happy ending for them, and that's just sad."", 'Good solid ending, good choice for the final story in this selection.']"
1339,gr_403,"['I will be reading more of the Harper Connelly series.', 'I will say, however, that I got squicked out by the romantic turn Harper and Tolliver took in this book.']"
1340,gr_404,"['The Covenant series will always be my favorite of mine.', 'I am in love with this series and will have a review up for you as soon as I gather my thoughts.']"
1341,gr_405,"[""Back to Maven, I still don't know how to judge him after so many descriptions of his."", ""King's Cage begins where Glass Sword left off: Mare's deal with Maven.""]"
1342,gr_406,"['I really liked Bethany and Cole and Amelia, even though she can be bratty sometimes.', 'Amelia is such a strong female lead and her story is so unique!']"
1343,gr_407,"['I honestly just wanted to read what Od and Tru were up to now over the past flashbacks.', ""I'm not sure if I loved her or Tru more.""]"
1344,gr_408,"['slowly and oh so very slowly Flory decides to be a night fairy again.', 'The Night Fairy was a winner for me, and one I would reccommend for every school library.']"
1345,gr_409,"['It helps that his adoptive brother, Cael, and adoptive father, Sgt Maddox, are on the Delta team, but Dex works his own magic inserting himself.', 'Dex does help Brodie blow off steam (read: smexytimes) and they engage in a down-low affair.']"
1346,gr_41,"[""Then she sleepwalks, smth happens, they broke up and we don't even hear from him again..."", 'She meets a new girl at school and finally makes a friend.']"
1347,gr_410,"['Daphne decides that the boy that went back with her brother might be a good place to start, maybe he knows how to find him.', ""I'm not sure I completely understood Daphne but I liked her.""]"
1348,gr_411,"[""It doesn't even suffer from absent parents syndrome for heavens sake!"", 'If you\'re one of those who groan at the ""absent parent"" trope that seems to be ever-present in YA, this is the book for you.']"
1349,gr_412,"['You discover a little bit about their goals for humans, the naturi, and even their master; their Liege.', 'Danaus is a demon/human vampire hunter that teams up with Mira to fight the naturi.']"
1350,gr_413,"['Reading it made me realise why Terry Pratchett is one of the most read authors.', 'Pratchett is hilarious, though; I found myself audibly laughing many times while reading this.']"
1351,gr_414,"['Reading this book is an unforgettable experience.', ""The bizarrest book I've ever read.""]"
1352,gr_415,"[""He seems to know something that we're not privy to and, at first, I wasn't quite sure if I should trust him with Julia."", 'Julia is broken in the beginning of this book.']"
1353,gr_416,"[""All I really knew is that it's a bridge between the Gabriel series and the author's upcoming book, The Raven."", 'I hope nothing happens to Gabriel and him and Julianne get their happy ever after']"
1354,gr_417,"[""WORKING STIFF begins slow...very slow... but that doesn't really surprise me."", 'Working Stiff is a fun riff on the zombie genre, perfect for breezing through on a lazy afternoon.']"
1355,gr_418,"['I still find it unbelievable how much better the show is.', 'Maybe I just like the TV show better.']"
1356,gr_419,"['The series was a slow start for me, but I enjoyed it.', 'I hope that my children enjoy this book as well as this whole series.']"
1357,gr_42,"[""Can't wait to read the next book in the series."", 'Thanks to the publisher and Netgalley for providing me with a free copy of this book in exchange for an honest review!']"
1358,gr_420,"[""As Arin enlists dangerous allies in the struggle to keep his country's freedom, he can't fight the suspicion that Kestrel knows more than she shows."", 'The entire story was solely Arin and Kestrel pining for one another, and the hardships they faced that kept them apart.']"
1359,gr_421,"['An amazing accomplishment, and I wanted to read what the hype was about.', 'This trilogy is just simply amazing.']"
1360,gr_422,"[""Lila is a dark horse to win the tournament, but she performs exceedingly well, and it's hers to lose."", 'Lila continues to grow as a character as well as a member of the Sinclair Family.']"
1361,gr_423,"['My only gripe was the ending.', ""Oh, and they're all tall, blue, and have fangs, and are a primitive warrior race (only not really).""]"
1362,gr_424,"['Ned Vizzini weaves an imaginative and fantastical storyline, anchored by characters who are authentic, believable, and funny.', 'Many thanks to Ned for the ARC!']"
1363,gr_425,"['Chambers style is flowery and poetic throughout but his ""horror"" stories are much stronger than the romance stories in this collection.', '(Personal footnote: I love this book so much, I once wrote a story for an anthology based on THE KING IN YELLOW.']"
1364,gr_426,"['A fantastic book by an amazing writer!', 'There is only one true ghost story in this book.']"
1365,gr_427,"['Digger, while likable at first was someone I could take or leave.', ""Originally posted here: http://www.goodbooksandgoodwine.com/2... Digger was born under the thief's moon.""]"
1366,gr_428,"['Joanne Baldwin was transformed from a human Weather Warden to a Djinn in order to preserve her life.', ""But things aren't so simple - David has hurt himself creating Joanne and he is bleeding power into her.""]"
1367,gr_429,"['I found Mia annoying & at times fairly pathetic.', 'Mia and her friend seemed like they were 16, not in their twenties.']"
1368,gr_43,"['Beware, there WILL be some spoilers, so if you plan to read this book in the future, I recommend leaving now.', 'I could dwell on this but there are worse parts in this tale.']"
1369,gr_430,"['Stormy Smith is an incredible author who knows how to captivate her audience and keep them on the edge of their seats!', 'Check out my review of Bound by Duty by Stormy Smith at Books Equal Awesomeness!']"
1370,gr_431,"['I really enjoyed the story after Meridia and Daniel got together.', 'but I feel that after she marries Daniel, everything goes downhill.']"
1371,gr_432,"['The other kids are tough, and Perry gets into a fight.', 'So, the entire time, as I was reading THE OTHER NORMALS, I kept thinking about Perry from UNDER THE NEVER SKY by Veronica Rossi.']"
1372,gr_433,"['I also appreciated the fact that the main character is a man of color, from a council estate background.', 'Harry Potter this is not with the main characters sardonic wit.']"
1373,gr_434,"['I enjoyed the story for the most part, but way too much time was spent dwelling on Mare as a prisoner.', 'Can Mare escape her imprisonment before time runs out?']"
1374,gr_435,"['Ryodan on the other hand chained Dani up for 3 days without food or water or bathrooms.', 'This new cover totally says that the story is ALL about Dani, right?']"
1375,gr_436,"[""I really wanted to love this book but it just wasn't for me."", ""Unfortunatelly, I didn't feel any connection with heroine and her POV wasn't interesting for me at all.""]"
1376,gr_437,"['With her father as her best friend, Bree cannot imagine a better life.', ""Bree and her father treated each other as equals and she wasn't afraid to tell him what he needed to hear.""]"
1377,gr_438,"['I absolutely loved the twists and turns that this book took.', 'Full five stars for finally giving me a book like this that I love.']"
1378,gr_439,"['But Daisy has a decidedly different story to tell than her sister did.', 'As the book opens, Daisy is coming out of mourning from the death of her horrible husband.']"
1379,gr_44,"['Those two are just so great together.', 'Because how loveable the characters are, how Anna Banks has created inhuman beings more human than anyone of us out there.']"
1380,gr_440,"['The Gates by John Connolly was a great book.', 'Connolly does a fantastic job of taking the very scary scene of Hell on Earth (literally) and flipping it upside down.']"
1381,gr_441,"['There is also no question about its originality.', 'There were details that were scattered all over.']"
1382,gr_442,"[""She gets rescued by another mermaid, who happens to be the queen of the tribe that came to Luce's aid."", ""Luce's human life is a tragedy in itself.""]"
1383,gr_443,"['So neglected, so inspired, the strong women and controlled men.', 'As the summary above states, this is a story about three women.']"
1384,gr_444,"[""Royce Melborn, you psychotic bastard, maybe I'm a little bit in love with you, too."", 'So good to have more adventures with Hadrian and Royce.']"
1385,gr_445,"['It was good, but not great.', 'Seriously, this is not the place to introduce yourself to this world.']"
1386,gr_446,"['Very much enjoyed this alternative historical fiction set in North America.', 'An interesting look at magic and early America.']"
1387,gr_447,"[""At first, I was extremely interested in reading this book because of how much I enjoyed Rainbow Rowell's Fangirl."", 'I\'d highly recommend this book especially if you\'ve already read ""Fangirl"".']"
1388,gr_448,"['But Suzume is still struggling with grief, anger, and suspicion over the massacre of half of her family.', 'Suzume saw his father and cousin die.']"
1389,gr_449,"['A fair amount of the paranormal books I read have heroines like Eveny who are absolutely clingy to their love interests.', ""There's also a group of kids(think Mean Girls) headed by Chloe and Peregrine, who take an immediate interest in Eveny.""]"
1390,gr_45,"['Like I said: too good to be true.', 'It has good old-fashioned heroes and villains, romance, and (at least when it comes to the two protagonists, Will and Claire) good character development.']"
1391,gr_450,"['So there are fire giants, frost giants, wolves, and so much more... Can Magnus and his friends prevent Doomsday from coming?', 'But for Magnus, death is just a new beginning.']"
1392,gr_451,"[""I'm not much of a short story guy."", '5 Stars, but hey, a collection of short stories.']"
1393,gr_452,"[""It didn't flow very nicely and I was a little confused when Alice suddenly found herself in Neverland."", 'It was magical and full of wonder, just like in the original Alice in Wonderland.']"
1394,gr_453,"['If you enjoy Young Adult Paranormal books, this is a pretty great choice for you.', 'I recommend this book especially if you enjoyed movies like ""The Craft"".']"
1395,gr_454,"['Neryn continues her journey learning what she needs to become the Caller that everyone hopes she will be.', 'The challenges faced by two women traveling alone over the countryside were different than those faced when Neryn traveled with Flint in Shadowfell.']"
1396,gr_455,"['One of these is mystwalking ~ a very rare ability to travel to Threall, a fae realm that houses fae souls.', 'Meanwhile her brother who was her twin was kidnapped by the Fae and taken into their realm which is unreachable to Heidi.']"
1397,gr_456,"['Through out the beginning of the book, Riley and Eli get physical, really physical.', 'Especially everytime he calls Eli a ""Lucky fuck!"".']"
1398,gr_457,"[""Yara, & Treygan are awesome characters that I couldn't get enough of."", 'Yara got on my nerves for about the first third of the book.']"
1399,gr_458,"[""Inej- while I enjoyed her character (what she did, how she did it and who she was) she didn't stand out to me that much."", 'I loved Inej as well, she was a perfect example how someone small can be dangerous as well.']"
1400,gr_459,"[""Set in 2043, Mitchell's interpretation is probably, in a lot of ways, close to the truth."", ""The Bone Clocks is a solid entry in David Mitchell's canon.""]"
1401,gr_46,"['I think I had to come to grips with the fact that Chris Paolini is essentially a different author from his first book, Eragon.', 'I was bored during this book.']"
1402,gr_460,"['The basis of this anthology is that the way to Bordertown has been lost for 13 years.', 'Some are destined to stay in Bordertown, and some merely need the magical to set them on their path.']"
1403,gr_461,"['He and Despina have the funniest and wittiest interactions.', 'This made me love Despina so much more than I did already.']"
1404,gr_462,"[""Like, listen, Jesse's been around Suze waaay to long to be as old-fashioned as he was."", 'Is Suze wearing boots that I would die for?']"
1405,gr_463,"['I am not sure which of them I ended up liking more.', 'I did not think this book would ever end (I may have skimmed a little).']"
1406,gr_464,"['If you love young Roland and stories of mid-world before the fall then your gonna love this!!!', 'Tim, Billy, even Roland when he first started out; all kids seemed to matter more in this book.']"
1407,gr_465,"[""original review: I can't get over how good this book was!"", 'Hopefully you enjoyed my review ~Lia']"
1408,gr_466,"['Ahhh Roman, how I loved him!', 'Roman is injured in the line of duty and adopted during his recuperation by an unknowing Matt.']"
1409,gr_467,"['Hearne had taken a character that seemed invincible (even to Angels, Demons, and friend of all!)', 'Kevin Hearne has done something really special with his Iron Druid books.']"
1410,gr_468,"['Because Percy Jackson is absolutely awesome.', 'The facts were right (mostly I guess) with side comments from Percy, which made it more engaging.']"
1411,gr_469,"['Many characters in the beast role have very little contributing the the beast aspect.', ""It's a really different take on the Beauty & the Beast story; with a great introduction to the main characters.""]"
1412,gr_47,"['I have never heard of a book with that idea!', 'I really liked the way this book unfolds and keeps you wanting to read more.']"
1413,gr_470,"['Can Kitty and everyone survive until the wedding?', 'The wedding ceremony was also a welcome distraction from the rest of the series.']"
1414,gr_471,"['I enjoyed the first book of the Faithful and the Fallen series - Malice by John Gwynne.', 'The series has already ended, with three more books, and Gwynne is already among the most well-regarded fantasy authors of the day.']"
1415,gr_472,"['This force is both the building legend of the Wendigo as well as the vast, unexplored expanse of the wilderness.', 'The Wendigo is presented in a first person perspective.']"
1416,gr_473,"['The romance between Flint and Neryn continues to be a highlight - it is all slow smolder.', 'Tali also got on my nerves with all her talk of focusing only on the fight against the king and being rude to Neryn.']"
1417,gr_474,"[""I haven't read the Riyria back."", ""I'm still a bit confused but anyway, I'm not going to reopen Riyria.""]"
1418,gr_475,"[""I did enjoy learning more about Sookie's fae background in this book."", ""I hope there'll be more with him and the other Fae soon.""]"
