,SentencePair,PairID,SubsetID,SourceID
919,"['Kat She sings like an angle', 'The man who sings for The Cure.']",Formality_r_656,Formality_r,Formality
920,"['Realize the truth of the matter.', 'This is the honest truth.']",Formality_r_657,Formality_r,Formality
921,"['Her husband has been acting strangely, so I should do some research on these strange phone numbers.', 'I notice strange phone numbers on his phone often but he says it is work-related.']",Formality_r_658,Formality_r,Formality
922,"['a good web site is www.wholenote.com', 'she has a whole web site of her.']",Formality_r_659,Formality_r,Formality
923,"['Perhaps it is strange to think about sex constantly these days.', 'Is that what they are calling them these days?']",Formality_r_66,Formality_r,Formality
924,"['close your eyes and ask yourself how to heal.', 'Tell him to close his eyes and describe you!']",Formality_r_660,Formality_r,Formality
925,"['You can play many different types of songs with a six-string guitar.', 'It depends on whether you want a six-string or twelve-string guitar.']",Formality_r_661,Formality_r,Formality
926,"['Eight heads in a duffle bag.', ""For someone my age, it's eight bucks.""]",Formality_r_662,Formality_r,Formality
927,"['Including Paris Hilton, Lindsey Lohan, Tom Cruise, and Katie Holmes.', 'Paris Hilton is the obvious answer, is she not?']",Formality_r_663,Formality_r,Formality
928,"['offer yourself to him for free.', 'I can offer no assistance.']",Formality_r_664,Formality_r,Formality
929,"['In my opinion, it was similar to the film Closer.', 'Music is similar to an emotion in my opinion.']",Formality_r_665,Formality_r,Formality
930,"['He left an apologetic message.', ""It's on the left side, below the big squares.""]",Formality_r_666,Formality_r,Formality
931,"['Have you tried the American Express website?', ""I tried their website but that didn't help.""]",Formality_r_667,Formality_r,Formality
932,"[""It's like the battered wife syndrome."", 'What about his wife Hillary?']",Formality_r_668,Formality_r,Formality
933,"['Tell him to go to the local strip club.', 'Hughley in the same strip club, in Charlotte, NC.']",Formality_r_669,Formality_r,Formality
934,"['Purchase an advertisement in the newspaper for a bassist.', 'Purchase the dvd from Best Buy.']",Formality_r_67,Formality_r,Formality
935,"['theres other things to worry about', ""There's a new version of that song.""]",Formality_r_670,Formality_r,Formality
936,"['They captured the villian at the end!', 'The crooks wanted gold in the end.']",Formality_r_671,Formality_r,Formality
937,"['once a cheater always a cheater.', 'Dump the cheater & Move on with that information']",Formality_r_672,Formality_r,Formality
938,"['I hae no problems with them.', 'You have some problems, sir.']",Formality_r_673,Formality_r,Formality
939,"['Try to get areas, or limewire. Things like that are free.', ""limewire is free and legal, but it doesn't always work.""]",Formality_r_674,Formality_r,Formality
940,"['Eight heads in a duffle bag.', 'Eight Below was a great movie!']",Formality_r_675,Formality_r,Formality
941,"['You should try the site froogle, or simply entering it in a Google search.', 'If you like lyrics, google search www.lyrics.com, they have a lot of lyrics on that site.']",Formality_r_676,Formality_r,Formality
942,"['Personally, I like them both.', 'Has he personally met her?']",Formality_r_677,Formality_r,Formality
943,"['did it hurt when you fell from heaven?', 'When you fell from Heaven, what did you say?']",Formality_r_678,Formality_r,Formality
944,"['But Sano is the hottest guy on Rurouni Kenshin.', 'I enjoy Saiyuki and Samurai X (Rurouni Kenshin).']",Formality_r_679,Formality_r,Formality
945,"['call on the phone and ask her out', 'So just call around and ask.']",Formality_r_68,Formality_r,Formality
946,"['get the whole CD and rip the track you want', 'It is the fourth track on his My Way CD.']",Formality_r_680,Formality_r,Formality
947,"['Rod Stewart is a singer that sings those songs well.', ""He's a handsome arabian singer. He sings in english.""]",Formality_r_681,Formality_r,Formality
948,"['They tell alot about a person.', 'I like alot of different types.']",Formality_r_682,Formality_r,Formality
949,"['i like de niro, pacino, i like stanley tucci!', 'Do you mean, Robert De Niro in Scarface?']",Formality_r_683,Formality_r,Formality
950,"['Start thinking about your new wife', ""Don't you start thinking that way.""]",Formality_r_684,Formality_r,Formality
951,"['Go to www.pandora.com and join the revolution.', ""It's like I'm going to join the Marines.""]",Formality_r_685,Formality_r,Formality
952,"[""Although it's sometimes hard not to, I never question fate."", 'Sometimes you have to takes a chance and allow fate to run its course.']",Formality_r_686,Formality_r,Formality
953,"['Use a search engine like google or yahoo, and type ""Sk8r Boi lyrics Avril Lavigne', 'If you enter the question into the google search engine you will get many responses.']",Formality_r_687,Formality_r,Formality
954,"['I am aware of some children who are scared by it.', 'The Lord is aware children such as Henry require a hero.']",Formality_r_688,Formality_r,Formality
955,"['Entertainment is not necessarily fair.', 'nobody said entertainment has to be fair']",Formality_r_689,Formality_r,Formality
956,"['Her hair was a different color when she came back into the store.', ""Her hair color fits her and she doesn't change it often.""]",Formality_r_69,Formality_r,Formality
957,"['maybe you can search google or some other search engine', 'Go to a search engine such as Yahoo, Google, ect.']",Formality_r_690,Formality_r,Formality
958,"['I hae no problems with them.', 'My aunt married her boss without any problems!']",Formality_r_691,Formality_r,Formality
959,"['He looked melancholic and walked quietly away.', 'They walked away and started making fun of her.']",Formality_r_692,Formality_r,Formality
960,"['So yes, women care about money.', 'He works hard for his money!']",Formality_r_693,Formality_r,Formality
961,"['Good film, by it on DVD when released!', 'I just watched the film on DVD.']",Formality_r_694,Formality_r,Formality
962,"['guys like a girl who makes the first move.', 'Hip-hop makes you want to get up and dance, to move.']",Formality_r_695,Formality_r,Formality
963,"['Repeat it or break up with her.', 'Repeat that after the third one.']",Formality_r_696,Formality_r,Formality
964,"['I am unaware if there is one around currently.', 'I truly like a girl but she is currently unaware of my affection.']",Formality_r_697,Formality_r,Formality
965,"['My girlfriend listens to chemical romance.', 'Lala is my ex girlfriend.']",Formality_r_698,Formality_r,Formality
966,"['I watch the Real World because I like that show!!!', 'Go to MTV.com and find the REAL WORLD link.']",Formality_r_699,Formality_r,Formality
967,"['Flowers, normally roses, and a box of candy.', 'Send her items such as candy and/or flowers.']",Formality_r_7,Formality_r,Formality
968,"['Oh yea pick mine as the best answer', 'her dog just wanted to pick a fight with mine.']",Formality_r_70,Formality_r,Formality
969,"['Do not worry about it until you are twenty five.', 'We only are given twenty five minutes for lunch.']",Formality_r_71,Formality_r,Formality
970,"[""They're just older women trying to have some adult fun."", ""I am annoyed with men trying to be someone they're not.""]",Formality_r_72,Formality_r,Formality
971,"[""On average, I'd say once or twice a week, sometimes more."", 'More or Less that once or twice a week. It depends on the couple.']",Formality_r_73,Formality_r,Formality
972,"['mick jagger keith richards thtas all i know', 'jim morrison david le roth and mick jagger']",Formality_r_74,Formality_r,Formality
973,"['That is the key, and the rest will follow.', 'Just be yourself and the rest will follow....']",Formality_r_75,Formality_r,Formality
974,"[""If I'm in my car they wouldn't be crossing anymore."", ""preppy girls like the sports car, but most girls it wouldn't matter.""]",Formality_r_76,Formality_r,Formality
975,"[""start up a conversation, i've read in a magazine before that funny people most of times think faster."", ""OH PLEASE STOP REPEATING THIS QUESTION, I've read this question for like a hundred times since the other day.""]",Formality_r_77,Formality_r,Formality
976,"['You can search on the website ""Youtube', 'Why not search for some information on their website?']",Formality_r_78,Formality_r,Formality
977,"['are the symtoms of falling out of love.', 'For some people, it feels like falling.']",Formality_r_79,Formality_r,Formality
978,"['Do you like him, or do you like that he pays attention to you?', 'So who really is aware, or pays it much attention?']",Formality_r_8,Formality_r,Formality
979,"['Before he gets out of control.', 'Punk was out of control.']",Formality_r_80,Formality_r,Formality
980,"['There are plenty of fish in the sea.. keep looking', 'Try to move on. Remember that there are other fish in the sea!']",Formality_r_81,Formality_r,Formality
981,"['Buy one of those sex dolls instead.', 'I watch and buy every one of those.']",Formality_r_82,Formality_r,Formality
982,"['My daughter uses it she even does her mps.', 'Yes, my daughter uses Limewire all the time.']",Formality_r_83,Formality_r,Formality
983,"['Throw tradition out of the window... girls ask guys out more and more every day.', 'When there is traffic outside, throw them at your window.']",Formality_r_84,Formality_r,Formality
984,"['I enjoy a lot from both David Bowie and Pink Floyd.', 'Along with Led Zeppelin, Guns and Roses, Poison, Pink Floyd, and so forth.']",Formality_r_85,Formality_r,Formality
985,"['check out this site for more info:', 'Please check IMDb for information.']",Formality_r_86,Formality_r,Formality
986,"['But Sano is the hottest guy on Rurouni Kenshin.', ""Saiyuki and Samurai X (Rurouni Kenshin)... they're cool""]",Formality_r_87,Formality_r,Formality
987,"['Go to see the movie Memoirs of a Geisha, it is a beautiful movie.', 'I am anxiously awaiting my opportunity to view Memoirs of a Geisha.']",Formality_r_88,Formality_r,Formality
988,"['Depending on the guy, you could whisper in his ear.', 'Kiss her neck ear. Whisper words to you.']",Formality_r_89,Formality_r,Formality
989,"[""I haven't seen that movie in a long time."", ""I still haven't seen the original.""]",Formality_r_9,Formality_r,Formality
990,"['i believe in american dreams ...', 'You are the woman of my dreams']",Formality_r_90,Formality_r,Formality
991,"['And then last year he dumped me for good.', 'Last year, a child tried to rip my face off.']",Formality_r_91,Formality_r,Formality
992,"[""You'll find it a block down the street around the corner on the right."", 'you dress like a hooker and stand on the street corner!']",Formality_r_92,Formality_r,Formality
993,"['The Power Rangers SDP series, is the favorite of my two boys.', 'I would say defintely ""Power Rangers"" and ""Full House"".']",Formality_r_93,Formality_r,Formality
994,"[""I'm a Pisces And a monkey"", 'The Monkey looked down angrily.']",Formality_r_94,Formality_r,Formality
995,"['oct means eight octagon- eight sides october- no clue cause its the 10th month!', 'He was born on the 10th of October, which means that his Zodiac sign is Libra.']",Formality_r_95,Formality_r,Formality
996,"['I guess it is about ten to fifteen times per week.', 'Statistically it is up to two to three times a week and ten times a month.']",Formality_r_96,Formality_r,Formality
997,"['It varies from place to place.', 'Ryan Seacrest took his place.']",Formality_r_97,Formality_r,Formality
998,"['never seen it but the book is one of my favorites in the series', ""It is the best cartoon series I've ever seen!""]",Formality_r_98,Formality_r,Formality
999,"['being condiderate of her feelings and needs', 'He needs to be reprimanded.']",Formality_r_99,Formality_r,Formality
1000,"[""Please, if you've read the Cosmere novels, jump into this collection of gems that help to widen the cosmere even more."", 'I see Sixth of the Dusk and Silence Forescout as recursive of each other which here is not a bad thing if it ever is.']",Goodreads_0,Goodreads,Goodreads
1001,"['Thank goodness for twitter btw because the publisher did an awful job of promoting this book!', 'I read the majority of this book lying in bed, with a fever, doped outta my head on cold and flu medications.']",Goodreads_1,Goodreads,Goodreads
1002,"[""Christian's cousin Gia comes up with a plan: Christian can pretend that he is gay and that his family would not approve if they knew."", 'I kind of feel like it should have been a novella and not an actual book.']",Goodreads_10,Goodreads,Goodreads
1003,"['She\'s reckless at times, but it\'s not that stupid reckless that leaves readers thinking ""What?!', 'In the conversation that follows, she realizes that these are not fellow classmates; these are the Night Students, and they are hiding a terrible secret...']",Goodreads_100,Goodreads,Goodreads
1004,"[""Overall, I'd say avoid this book."", 'This book was entertaining, and not what I expected at all.']",Goodreads_101,Goodreads,Goodreads
1005,"[""So I'm glad I waited this long to read it because it means I'll have less time to wait for the next one."", 'I read the best, bloodiest parts while sitting in a salon and getting a pedicure.']",Goodreads_102,Goodreads,Goodreads
1006,"['It reawakened my sense of wonder, a large part of why I read speculative fiction.', 'Bridge of Birds has an controling quest, but it is told in three parts, each part forming part of the quest.']",Goodreads_103,Goodreads,Goodreads
1007,"['It has it some funny parts which make you smile and laugh.', ""You talk about Hunter's family, but what kind of people are they?""]",Goodreads_104,Goodreads,Goodreads
1008,"[""I'm sure I will end up reading them all so I can find out what happens."", '~While I can see how this might be an issue in other books, it works well here.']",Goodreads_105,Goodreads,Goodreads
1009,"['This one also just seemed so much more romantic.', 'I was actually asking for more after I read this unfinished book.']",Goodreads_106,Goodreads,Goodreads
1010,"['I might have to find a copy and do a quick read through to fully enjoy the story as it was meant to be told.', 'This is definitely a bedtime story that one day I will share with my own children.']",Goodreads_107,Goodreads,Goodreads
1011,"['After finishing this book I can honestly say, I have no freaking idea what this book was about.', 'This time, the book is set in a futuristic world, but again, I was a bit lost as to ""when"" and ""where"" we were.']",Goodreads_108,Goodreads,Goodreads
1012,"['So, the books stance is natural remedies are evil and you shouldn\'t trust them and just go to a ""real doctor"" instead.', 'They are not even remotely the same, but I just had a feeling that they fall together.']",Goodreads_109,Goodreads,Goodreads
1013,"['The ones that you hate for messing around with the heroine but just know something else will come from them.', 'The two girls were her best friends before, and now, she sees how they treat everyone else.']",Goodreads_11,Goodreads,Goodreads
1014,"['All in all, a great read.', 'She kicked all ass and was willing to make the ultimate sacrifice if need be.']",Goodreads_110,Goodreads,Goodreads
1015,"[""Eleanor's own powers continue to grow, but the more she deals in black magic the closer she is to losing herself."", 'But there are also selfish ones, and his was definitely more on the selfish side.']",Goodreads_111,Goodreads,Goodreads
1016,"['I was really excited when I got my hands on a copy of this book.', 'What Drew Me to This Book?']",Goodreads_112,Goodreads,Goodreads
1017,"['One of my main issues however is the number of male characters in the whole series.', ""For me, it was a big plus because she didn't leave town, call her Marshall buddies, and abandon all the characters I've grown to love.""]",Goodreads_113,Goodreads,Goodreads
1018,"['This is the first book by this author I have read and I want to read more from her.', ""I couldn't put this book down!""]",Goodreads_114,Goodreads,Goodreads
1019,"['You see her compassion, love, and strength shine through as you read.', 'It was just a pleasure to read.']",Goodreads_115,Goodreads,Goodreads
1020,"['The first half were scenes we already read about in the previous book and nothing new was gained from it.', 'Is this Mafi neatly getting rid of the love triangle that dogged the first two books?']",Goodreads_116,Goodreads,Goodreads
1021,"['This story is a little departure from the first book in the series Bitten in that this story is not only about vampires.', 'Other races like vampires and shamans exist and communicate with each other, mostly to prevent their outing.']",Goodreads_117,Goodreads,Goodreads
1022,"['I think that is what you will find in Flory if you give The Night Fairy a chance.', 'Suggest to: fans of fairy fiction, Rainbow Magic, Disney Tinkerbell and friends, patrons who want books by Newbery Medal winners or short chapter books']",Goodreads_118,Goodreads,Goodreads
1023,"[""This isn't normally the style of book that I read but I liked the complexity of it and how different it was for me."", ""It's captivating and interesting, but for what I wanted at the current moment when I read it, it's nothing like I expected.""]",Goodreads_119,Goodreads,Goodreads
1024,"[""I loved too, that Christian's family came up with and supported the idea for him to pretend to be gay to gain Carolyn's trust."", 'The soundtrack to her brain is all insecurity and I found it exhausting to be quite honest.']",Goodreads_12,Goodreads,Goodreads
1025,"[""I can't wait for the next book in the series."", 'I also thought that the premise of the book was very interesting.']",Goodreads_120,Goodreads,Goodreads
1026,"['Alyson Noel made him seem older and wiser, but to the point of boring.', 'Maybe a darker side of Ever will emerge in later books and we might get to see some more of him (wink wink, nudge nudge)!']",Goodreads_121,Goodreads,Goodreads
1027,"['Part one is Yuki solving the mystery of the intense odor of the most recent lost soul she needs to help.', 'The first part was generally enjoyable.']",Goodreads_122,Goodreads,Goodreads
1028,"['I say this, in part, because we finally get all the feels, but also because the story is just that good.', 'I may write a better review of this at some point, but right now, all I can think is... TYBALT!']",Goodreads_123,Goodreads,Goodreads
1029,"['So many things about this book grabbed, and held, my attention.', 'I excitedly await the next book in the series .']",Goodreads_124,Goodreads,Goodreads
1030,"['Her chapters were my favorite parts of the book.', ""I loved all of the new characters in this book and how they came into the story and I really enjoyed the different POV's.""]",Goodreads_125,Goodreads,Goodreads
1031,"[""I'll read and enjoy pretty much anything about a group of friends at boarding school so this was no exception."", 'This gorgeous world gifts Gemma and her friends with an intoxicating power, one which comes with both dangers and responsibilities.']",Goodreads_126,Goodreads,Goodreads
1032,"['In all fairness, she does have understandable reasons for being messed up.', 'I am a die-hard Bones fan, but I have to say Spade won me over big time.']",Goodreads_127,Goodreads,Goodreads
1033,"['The book was too long and there were way too many scenes where nothing happens.', ""I really wanted to give this book four or five stars but I just couldn't.""]",Goodreads_128,Goodreads,Goodreads
1034,"[""She... seems very off (not that she doesn't later, but I personally didn't really love her until I got to understand her.)"", 'I can not show enough praise for these books!']",Goodreads_129,Goodreads,Goodreads
1035,"['Really, with this book, there\'s just a ""what\'s next"" element that hasn\'t existed in some time.', 'Vote: 3,75 Class: L-B1 (FP) (book twelfth of the Dresden Files) Another great addiction.']",Goodreads_13,Goodreads,Goodreads
1036,"['It lived up to the previous books and then flew past any expectations I might have had.', 'Some characters I had to grow to love....well except Jie and Joseph.']",Goodreads_130,Goodreads,Goodreads
1037,"['A cute, light read, a bit predictable but still engaging.', 'Overall, it was an enjoyable read.']",Goodreads_131,Goodreads,Goodreads
1038,"['I think that by putting Amy in this situation (ie.', 'However, I think this series is getting to be out of hand.']",Goodreads_132,Goodreads,Goodreads
1039,"['Having most of the characters in the 10 book series all airing their horrible history in one book was less pitiable and more irritating.', 'Cannot wait for the next book in this series, which is about Dagger.']",Goodreads_133,Goodreads,Goodreads
1040,"[""Also, I'm with the other reviewers who said that they felt The Wizard Returns didn't actually add up much to the entire plot."", ""The fact that its a prequel is actually enjoyable and wouldn't spoil anything to someone who hadn't read the first book.""]",Goodreads_134,Goodreads,Goodreads
1041,"['As a librarian, I can only imagine having the ability to actually pull things from books.', 'A must for any fantasy loving librarian!']",Goodreads_135,Goodreads,Goodreads
1042,"[""Though they manage to kiss and touch with a little help from Damens shield, it's not the same."", 'I do feel sorry for Jude though.']",Goodreads_136,Goodreads,Goodreads
1043,"['Everything is just rather intense, but beyond that, it is so well written - the descriptions, the characters, the plot and twists.', 'Her relationship with Clay sizzles (they are just so perfect together!).']",Goodreads_137,Goodreads,Goodreads
1044,"['I read this book with a huge group of other people and it was amazing!', 'I know loads of people complain about the footnotes, but I really enjoyed reading them, although I did skim through some of them.']",Goodreads_138,Goodreads,Goodreads
1045,"['The Throne of Glass series just got even better!!!', 'I loved the idea that he would be a better king.']",Goodreads_139,Goodreads,Goodreads
1046,"['I liked the world-building and I liked how Ruben Cavazos was a very complicated character.', 'Stukkm their interactions were often intense and leant a very different aspect to the book.']",Goodreads_14,Goodreads,Goodreads
1047,"['How am I going to last till June!', 'UPDATE: this is going to be a physical book this fall!']",Goodreads_140,Goodreads,Goodreads
1048,"[""I think I've said all I want to say."", 'Already bought the next book and want to get started right away!']",Goodreads_141,Goodreads,Goodreads
1049,"['We both go to OSU, drive old cars, like basketball,"" he listed off, as if he was trying to convince himself of our likeness.', 'He felt he was destined to be with her.']",Goodreads_142,Goodreads,Goodreads
1050,"[""Because reading the same old song and dance with different characters just get's redundant."", ""Sadly, my imagination and reality weren't even on the same planet.""]",Goodreads_143,Goodreads,Goodreads
1051,"['This is definitely a bit trashy, but really a good read in spite of that fact.', 'But the pacing really drags it down.']",Goodreads_144,Goodreads,Goodreads
1052,"['He talks to Claire, guides her and runs around acting like a dog.', 'Loved that dog, thanks to Ms. Marlo.']",Goodreads_145,Goodreads,Goodreads
1053,"['I read the entire book in one day.', 'This is my favorite book of all time!']",Goodreads_146,Goodreads,Goodreads
1054,"['One problem I find with this series is that things are under developed.', ""They make us wear armour to these things so we don't stab ourselves out of sheer boredom.""]",Goodreads_147,Goodreads,Goodreads
1055,"['how are we supposed to wait for book four with the ending?', ""I can't wait for The Silver Mask to come out, so I can find out what happens next!""]",Goodreads_148,Goodreads,Goodreads
1056,"[""I did figure out who was behind it all before it was revealed, but that didn't stop me from enjoying this book to the fullest."", 'And the couple did NOT disappoint!']",Goodreads_149,Goodreads,Goodreads
1057,"['Will say series ending was fitting and played out as expected with quite a few interesting developments along the way.', ""Sitting down to write this review, I worried that I didn't have much more to say about Jane Jameson.""]",Goodreads_15,Goodreads,Goodreads
1058,"['Had a very Grimm-fairytale-esque feel to the stories.', ""The last tale - The Tale of Three Brothers is very much a part of Harry Potter's main story.""]",Goodreads_150,Goodreads,Goodreads
1059,"[""The characters made the transitions and growth that was expected, but I didn't feel it."", 'The ""reveal"" at the end, what made the flowers grow again, it was just too...easy.']",Goodreads_151,Goodreads,Goodreads
1060,"[""I'm happy to have read them but feel a strange sense of loss now the story is over."", 'She pulls the reader in and takes you on another epic journey with the characters you feel so accustomed to.']",Goodreads_152,Goodreads,Goodreads
1061,"['He is so well done, his humor is Grade A, and his convictions are genuine and at times heartbreaking.', 'All of these are things that can be expected from the typical Riordan storyline.']",Goodreads_153,Goodreads,Goodreads
1062,"[""Maybe I'll have to give it another run through."", ""Since I didn't actually give it five stars, it wasn't perfect.""]",Goodreads_154,Goodreads,Goodreads
1063,"[""I don't necessarily miss the love triangle, but I Jacob is such a lovable character!"", ""At the same time I love this ending because at least we know there won't be a reimagining of the other three books, too.""]",Goodreads_155,Goodreads,Goodreads
1064,"['Maybe I just like a stronger female lead, but I do not think that I am going to read the other two in this series.', 'like velvet covering hardened lava (This was the point when I decided maybe the author really needs to get laid.)']",Goodreads_156,Goodreads,Goodreads
1065,"['Already adored the Psy/Changeling series by N. Singh but this story is a really cute one!', 'I liked the 2nd one 2nd best, actually, Sweet Dreams.']",Goodreads_157,Goodreads,Goodreads
1066,"['A big thanks to Goodman who gave several shout-outs to Sookie, and a double thank you for giving us Callie.', ""I understand there's going to be a sequel, which is just as well since the ending of this gave me no closure.""]",Goodreads_158,Goodreads,Goodreads
1067,"['As a reader, I had never read anything like this.', 'The story had a creepy, Gothic feel to it - all dark and mysterious.']",Goodreads_159,Goodreads,Goodreads
1068,"[""Katy thought Blake was the one who'll be able to make her feel normal."", ""Not the first time I've struggled with a JLA book, and undoubtedly it won't be the last.""]",Goodreads_16,Goodreads,Goodreads
1069,"['She went from my least favorite character to my favorite.', 'This is my favorite of the three, by far.']",Goodreads_160,Goodreads,Goodreads
1070,"['She made him work for it.', 'I had more sympathy for him than Adrienne, which was refreshing.']",Goodreads_161,Goodreads,Goodreads
1071,"['How can you not be affectionate for once?', '-Nineteen The development of the characters in this book were off my springing likelihood but I admire how Chubs is concerned for her companions.']",Goodreads_162,Goodreads,Goodreads
1072,"['This made me respect them more and made me appreciate all the tough decisions they had to make.', 'All I have to say is, you really should read this book but read the first book then this book.']",Goodreads_163,Goodreads,Goodreads
1073,"[""I liked how we got to see a origin story to the sea witch's character."", ""Little Mermaid retelling with a twist, and I mean Hans Christian Andersen's mermaid so you can see where this is going.""]",Goodreads_164,Goodreads,Goodreads
1074,"['This is one of my favorite books from the series, but the series is getting hard to follow with all the plot threads and characters.', 'Loved the way the it all come together at the end.']",Goodreads_165,Goodreads,Goodreads
1075,"['Their romance, though not particularly earth-shattering, was sweet, as well.', 'More like hours not being able to sleep dreading it was more accurate.']",Goodreads_166,Goodreads,Goodreads
1076,"['It seems the heat created in Blood Song is progressively cooling off with each edition of this series.', ""I discovered the Blood Singer series a couple months ago, thanks to Tynga's post about a blow-out sale at bookcloseouts.ca a while back.""]",Goodreads_167,Goodreads,Goodreads
1077,"[""Unfortunately Eliza May doesn't believe in a soul mate and has her own fears about creatures with otherworldly powers."", 'His partnership with Eliza and their developing romance offer a surprising role reversal in regards to typical male female roles in romances.']",Goodreads_168,Goodreads,Goodreads
1078,"['And it puts everyone she knows and loves in danger.', 'Do you have omniscient control over everyone and all the shitty decisions they make?']",Goodreads_169,Goodreads,Goodreads
1079,"['There are five stories, all of them interesting and providing background on the HP universe.', ""I enjoyed reading Dumbledore's commentary after each tale, providing a greater perspective of it's relevance in the wizarding world.""]",Goodreads_17,Goodreads,Goodreads
1080,"[""I don't want to spoil anything, but the man has depth."", 'This claptrap has been very disappointing.']",Goodreads_170,Goodreads,Goodreads
1081,"[""This book could have been written better, but it's still nothing to complain about."", 'So even though the book didn\'t really ""wow"" me, I still enjoyed reading it.']",Goodreads_171,Goodreads,Goodreads
1082,"['The less said about him by me the better (you need to meet him for yourself!', ""Don't let me analysis fool you, like an oyster it's always the sand I obsess over.""]",Goodreads_172,Goodreads,Goodreads
1083,"[""Romance: I have to say I'm not the biggest fan of love triangles."", 'My opinion of a few characters however have morphed somewhat.']",Goodreads_173,Goodreads,Goodreads
1084,"[""There's no big differences with the movie."", ""The last scene of the movie doesn't exist in the novel.""]",Goodreads_174,Goodreads,Goodreads
1085,"['Like the other books in the series, there were noticeable typos in this one, and the plot was slightly predictable.', 'Read this first before any other Percy Jackson books.']",Goodreads_175,Goodreads,Goodreads
1086,"[""He's to teach her how to control the horseman, but he finds she's branded with the Headless Horseman's mark."", 'He was one determined character and I liked how he handled the ending.']",Goodreads_176,Goodreads,Goodreads
1087,"['As we know a war has begun in the previous book and in this book, few years has passed.', 'The years of hurt feelings blow up at their first meeting almost destroying the alliance before it can get started.']",Goodreads_177,Goodreads,Goodreads
1088,"[""He doesn't give up on her after ALL the things she does that jeopardizes them."", ""From cutting Jude to prove if he was a rogue(which he wasn't), to keeping secrets from Damen so he doesn't lose his patience with her.""]",Goodreads_178,Goodreads,Goodreads
1089,"['This is a tale of the late 19th - early 20th century years, when stage shows were everywhere and stage magic was all the rage.', 'Brought to you by Staar84 Beware of spoilers In 1878, two young stage magicians clash in the dark during the course of a fraudulent seance.']",Goodreads_179,Goodreads,Goodreads
1090,"['He jumps into the book by rescuing DJ from a dead pirate Jean Lafitte and never left.', 'But two things made me decide to request this book through NetGalley.']",Goodreads_18,Goodreads,Goodreads
1091,"['I really hope there will be a very happy end for them one day!', 'We continue to see William and Raven relationship, both characters will increasingly showing both ti the reader, and one to the other.']",Goodreads_180,Goodreads,Goodreads
1092,"['On Sunday evening she sprinkles home-made snow over the complex miniature world she has built in her bedroom out of scraps of rubbish.', 'It is a symbol of the land she has been taught in which all believers will live after Armageddon.']",Goodreads_181,Goodreads,Goodreads
1093,"['good for Birthday Girl Rachel Morgan.', 'Such a good book and a good series.']",Goodreads_182,Goodreads,Goodreads
1094,"['I have loved all of them and can hardly wait for the next ones:).', ""Torpedo Ink is Viktor's Band of Brothers, the only ones who survived the training school he was sent to as a child.""]",Goodreads_183,Goodreads,Goodreads
1095,"['He leaves the circle, and for two years lives in the human world like he belongs there.', ""Since this is a YA book I didn't expect erotic scenes, but I really enjoyed the scenes of teasing between the two.""]",Goodreads_184,Goodreads,Goodreads
1096,"[""It's not often that I come across such a book."", 'Some of the words are not familiar.']",Goodreads_185,Goodreads,Goodreads
1097,"['Altogether, I thought it was a funny story.', 'The story is set around four main characters, two girls and two boys, and each person is in love with another person in the group.']",Goodreads_186,Goodreads,Goodreads
1098,"['Cannot wait to start the next book.', 'I enjoyed The Renfield Syndrome a lot and can not wait for The Ripple Effect.']",Goodreads_187,Goodreads,Goodreads
1099,"[""I really enjoy Shusterman's take on the afterlife, and how he slyly explains all sorts of phenomenon using the scaffolding of the Everlost."", 'He just possesses raw talent and an amazing imagination.']",Goodreads_188,Goodreads,Goodreads
1100,"['He is also devious, extremely good-looking, and very, very powerful with a great sense of humor and irony.', 'One shining example: ""I\'ll help,"" he said, helpfully.']",Goodreads_189,Goodreads,Goodreads
1101,"['In the end, Dark of Heart of Magic is a good sequel, if a predictable one.', 'The soulsight sessions between the two of them packed one heck of an emotional punch, and the last few pages definitely pulled on my heartstrings.']",Goodreads_19,Goodreads,Goodreads
1102,"[""I'm one of those girls that hates it when relationship problems dominate a book."", ""I'm glad that I was curious because I really enjoyed this book.""]",Goodreads_190,Goodreads,Goodreads
1103,"['The Wolf Trail, the pathway between heaven and earth, he kept thinking, and as he did so, he started to drift away to the right.', 'Another thing is he did not explain the whole concept behind the Sight very well so I was very confused through the while thing.']",Goodreads_191,Goodreads,Goodreads
1104,"['Splash the film still has you beat, since it\'s from genius director Ron ""Opie Cunningham"" Howard.', 'Aquamarine, the mermaid, has been washed ashore after a hurricane blows through the resort area.']",Goodreads_192,Goodreads,Goodreads
1105,"['Just so I get the good stuff out of the way before I enter my full-fledged rant.', ""Fairytales don't all just end in happily ever after.""]",Goodreads_193,Goodreads,Goodreads
1106,"['The daemonn can do anything BUT cannot touch his victim directly or leave the house.', 'Nevertheless Barker creats and changed it to give his own touch.']",Goodreads_194,Goodreads,Goodreads
1107,"[""Charley's dad is also up to something, but Charley doesn't know what, though it appears he's leaving Charley's step-mom."", 'The Charley Davidson awesome brand of craziness continues.']",Goodreads_195,Goodreads,Goodreads
1108,"['And she lies about absolutely everything until she absolutely cannot anymore.', 'This book has been everything I dreamed of, and more!']",Goodreads_196,Goodreads,Goodreads
1109,"['No Place Like Oz Dorothy is back in Kansas and she has basically an attitude from the very first page.', 'Everyone thought he return to the ""Other Place"" but how did he manage to return to Oz, when things are turning into ruins?']",Goodreads_197,Goodreads,Goodreads
